Settlement,Raw Sugar,Crude Oil,Wheat,Corn,Arabica Coffee,Gold,Soybean,Dow Jone,RBOB Gasoline,Specs Net Long,Line(QBRL=),Line(QTHB=),Line(QINR=),Line(Q.DXY),Line(QAUD=)
Timestamp,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,,ค่าเงินบราซิล,ค่าเงินไทย,ค่าเงินอินเดีย, Dollar Index,ค่าเงินออสเตรเลีย
13/9/2017,14.33,49.3,418.25,338.5,136.6,1323.4,953,22158.18,1.6473,-75935,3.1245,33.11,64.03,91.882,0.8018
14/9/2017,14.27,49.89,420.75,341.75,135.85,1324.7,967.25,22203.48,1.6287,-54189,3.1349,33.13,64,92.52,0.7984
15/9/2017,14.55,49.89,446,354.75,140,1320.4,968.75,22268.34,1.6617,-76054,3.1179,33.06,64.12,92.124,0.8005
18/9/2017,14.31,49.91,442.25,351.5,138.95,1306.3,967.75,22331.35,1.6686,-122891,3.1079,33.1,64.11,91.872,0.8001
19/9/2017,13.76,49.48,442,348.25,133.95,1306.2,965.5,22370.8,1.655,-157539,3.136,33.09,64.15,92.047,0.796
20/9/2017,14.07,50.41,448,350,136.55,1312,970,22412.59,1.6551,-186733,3.1346,33.07,64.3,91.793,0.8009
21/9/2017,14.05,50.55,449.5,350.25,135,1290.6,970.75,22359.23,1.6438,-183962,3.132,33.09,64.29,92.508,0.8031
22/9/2017,13.98,50.66,450.25,353.5,134.45,1293.3,984.25,22349.59,1.6684,-158899,3.1369,33.1,64.8,92.187,0.7931
25/9/2017,13.74,52.22,454,353.75,131.55,1306.8,971.25,22296.09,1.722,-127558,3.1243,33.07,64.79,92.171,0.7962
26/9/2017,13.21,51.88,452.25,352.25,132.25,1297,963.5,22284.32,1.6988,-99739,3.1593,33.09,65.12,92.648,0.7934
27/9/2017,13.08,52.14,459,354,129.35,1283.4,965.5,22340.71,1.654,-83877,3.1661,33.19,65.46,92.966,0.7886
28/9/2017,13.23,51.56,453,352.5,128.5,1285.5,959.5,22381.2,1.6318,-83431,3.1929,33.29,65.71,93.361,0.7848
29/9/2017,13.54,51.67,442.75,355.25,128.05,1281.5,968.25,22405.09,1.6065,-84339,3.1822,33.38,65.46,93.085,0.7856
2/10/2017,14.31,50.58,439.25,351.5,127.2,1272.7,957.25,22557.6,1.5553,-111901,3.1614,33.32,65.31,93.076,0.7833
3/10/2017,14.04,50.42,441.75,349.5,125.45,1271.5,955.25,22641.67,1.5655,-160497,3.1538,33.42,65.31,93.559,0.7825
4/10/2017,14.25,49.98,436,348.25,125.15,1273.7,958.25,22661.64,1.5805,-134068,3.1425,33.36,65.48,93.569,0.7834
5/10/2017,14.39,50.79,434.25,349.5,127.2,1269.9,968.25,22775.39,1.6114,-149433,3.1349,33.33,65.03,93.458,0.7863
6/10/2017,13.98,49.29,436.75,350,130,1271.6,972.25,22773.67,1.5588,-152984,3.1539,33.39,65.14,93.961,0.7794
9/10/2017,14,49.58,430.75,349.5,130.95,1281.8,966.75,22761.07,1.5594,-163643,3.1558,33.42,65.39,93.8,0.7769
10/10/2017,14.17,50.92,431.25,349.25,131,1290.6,966,22830.68,1.5915,-181009,3.1882,33.37,65.35,93.675,0.7752
11/10/2017,14.3,51.3,428.25,346,126.8,1285.8,965.25,22872.89,1.6092,-189410,3.1791,33.24,65.25,93.29,0.7776
12/10/2017,14.28,50.6,426.25,349,126.35,1293.3,992,22841.01,1.5832,-218896,3.1722,33.17,65.15,93.015,0.7787
13/10/2017,14.41,51.45,436.25,352.75,126.45,1301.5,1000.25,22871.72,1.6222,-225812,3.1695,33.12,65.05,93.057,0.7819
16/10/2017,14.18,51.87,433.75,350.5,123.75,1299.9,991,22956.96,1.6169,-205626,3.1447,33.05,64.69,93.091,0.7888
17/10/2017,14.03,51.88,433.25,350,124.15,1283,984.75,22997.44,1.6301,-147199,3.1707,33.05,64.69,93.312,0.785
18/10/2017,14.08,52.04,428,348.5,124.3,1279.9,984.25,23157.6,1.6429,-170538,3.1575,33.11,65.03,93.512,0.7843
19/10/2017,14.13,51.29,429.25,349,126.85,1286.9,986.5,23163.04,1.6447,,3.1706,33.14,65.04,93.363,0.7844
20/10/2017,14,51.47,422.75,344.5,125.25,1277.4,978.75,23328.63,1.6781,,3.1663,33.09,64.99,93.159,0.7879
23/10/2017,13.88,51.9,433.5,351.25,124.35,1277.7,980.75,23273.96,1.6783,,3.1923,33.17,65.03,93.701,0.7818
24/10/2017,14.28,52.47,434,352.75,123.2,1275,975.5,23441.76,1.7155,,3.2376,33.17,65.02,93.936,0.7805
25/10/2017,14.18,52.18,433.5,351,124.1,1275.4,975.5,23329.46,1.7348,,3.2432,33.18,65.08,93.772,0.7775
26/10/2017,14.11,52.64,428.25,350.5,124.55,1266.3,971.25,23400.86,1.7506,,3.2329,33.18,64.92,93.711,0.7703
27/10/2017,14.63,53.9,425.25,348.75,126.6,1268.5,975.25,23434.19,1.7686,,3.2903,33.23,64.83,94.612,0.766
30/10/2017,14.73,54.15,421.75,348.75,125.9,1274.1,972.75,23348.74,1.7641,,3.236,33.22,65.04,94.916,0.7676
31/10/2017,14.74,54.38,416.5,345.75,125.1,1267,973.75,23377.24,1.7796,,3.2888,33.22,64.85,94.56,0.7687
1/11/2017,14.61,54.3,415.75,348.25,122.95,1274.1,981,23435.01,1.741,,3.2724,33.22,64.74,94.552,0.7655
2/11/2017,14.23,54.54,425.75,350.5,126.4,1274.9,989,23516.26,1.7697,,3.2673,33.13,64.56,94.815,0.7675
3/11/2017,14.38,55.64,426.75,348.25,123.95,1266.5,977,23539.19,1.7934,,3.267,33.08,64.57,94.685,0.7712
6/11/2017,14.56,57.35,430,348,125.55,1279.4,984,23548.42,1.83,,3.3142,33.16,64.55,94.941,0.765
7/11/2017,14.72,57.2,426.5,347.75,124.7,1273.7,986,23557.23,1.8153,,3.2494,33.09,64.62,94.757,0.769
8/11/2017,14.84,56.81,427.5,348.25,125.75,1281.6,988,23563.36,1.8213,,3.2713,33.13,65.05,94.913,0.7644
9/11/2017,14.88,57.17,429,341.5,126.4,1285.6,975.25,23461.94,1.8197,,3.2547,33.1,64.92,94.866,0.7675
10/11/2017,14.96,56.74,433.25,343.5,127.55,1272.4,977.25,23422.21,1.8124,,3.252,33.1,64.97,94.444,0.7678
13/11/2017,15.13,56.76,427.5,342.25,127.6,1277.3,963.5,23439.7,1.7929,,3.2778,33.12,65.18,94.391,0.7661
14/11/2017,15.1,55.7,428,337.5,127.05,1281.5,959,23409.47,1.7612,,3.2793,33.05,65.43,94.49,0.7621
15/11/2017,15.09,55.33,417.75,338.25,126.75,1276.5,976.25,23271.28,1.7388,,3.3127,33.02,65.4,93.827,0.7629
16/11/2017,15.26,55.14,417,336.5,126.7,1277.4,972,23458.36,1.7137,,3.3132,33,65.26,93.813,0.7587
17/11/2017,15.37,56.55,422,343,123.8,1295.8,990.5,23358.24,1.7447,,3.2739,32.9,65.29,93.932,0.7587
20/11/2017,14.98,56.09,416,345,122.9,1274.6,990,23430.33,1.7438,,3.2573,32.82,65.01,93.662,0.7565
21/11/2017,14.88,56.83,420.25,345,123.85,1281.1,989,23590.83,1.7731,,3.2572,32.8,65.1,94.08,0.7549
22/11/2017,15.28,58.02,421,345.25,124.55,1291.6,997.25,23526.18,1.7679,,3.2587,32.74,64.87,93.952,0.7578
23/11/2017,15.28,58.02,421,345.25,124.55,1291.6,997.25,23526.18,1.7679,,3.2242,32.69,64.87,93.22,0.7616
24/11/2017,15.45,58.95,414.5,342.25,124.8,1286.7,993.25,23557.99,1.788,,3.2218,32.66,64.56,93.22,0.7622
27/11/2017,15.39,58.11,407.25,338.75,125.55,1293.8,996,23580.78,1.7893,,3.2329,32.64,64.67,92.782,0.7612
28/11/2017,15.04,57.99,409.25,336.25,127.45,1294.7,993,23836.71,1.772,,3.2277,32.6,64.47,92.904,0.7601
29/11/2017,15.07,57.3,413.25,339,129.6,1282.1,992.5,23940.68,1.7309,,3.2127,32.58,64.4,93.27,0.7594
30/11/2017,15.08,57.4,414.5,341.75,126.3,1273.2,985.75,24272.35,1.7284,,3.246,32.55,64.35,93.164,0.757
1/12/2017,14.98,58.36,420.5,344.75,127.55,1278.8,994.25,24231.59,1.7416,,3.2726,32.64,64.48,93.047,0.7566
4/12/2017,15.06,57.47,420,339.5,126.75,1274.3,998.5,24290.05,1.6922,,3.258,32.59,64.51,92.885,0.7609
5/12/2017,14.9,57.62,414.25,339.75,125.95,1261.6,1008.5,24180.64,1.7184,,3.2441,32.58,64.37,93.188,0.7598
6/12/2017,14.45,55.96,406,339.25,124.85,1262.8,1002.75,24140.91,1.6609,,3.2414,32.61,64.35,93.379,0.7604
7/12/2017,14.31,56.69,403,338.75,120.85,1249.8,992,24211.48,1.7,,3.2356,32.61,64.52,93.61,0.7563
8/12/2017,14.05,57.36,400.75,340,120.6,1245.2,989.75,24329.16,1.7166,,3.2906,32.61,64.56,93.795,0.7511
11/12/2017,13.95,57.99,395.25,336.5,119,1243.7,982.5,24386.03,1.7266,,3.2918,32.61,64.47,93.901,0.7504
12/12/2017,13.77,57.14,394,335.75,117.05,1238.5,975.75,24504.8,1.6976,,3.3047,32.6,64.35,93.866,0.7524
13/12/2017,13.85,56.6,399,336.75,118.95,1245.4,979.25,24585.43,1.6467,,3.3064,32.6,64.4,94.101,0.7557
14/12/2017,13.77,57.04,402.5,336.25,119.15,1253.8,967.75,24508.66,1.6707,,3.3099,32.52,64.45,93.429,0.7636
15/12/2017,13.66,57.3,417.5,347.5,116.95,1254.3,967.25,24651.74,1.6548,,3.3418,32.49,64.33,93.489,0.7665
18/12/2017,13.76,57.16,419.25,347,118.55,1262.2,961.5,24792.2,1.6725,,3.2946,32.5,64.07,93.932,0.7644
19/12/2017,14.41,57.46,420,347.5,121.75,1260.7,956,24754.75,1.6966,,3.2922,32.64,64.2,93.695,0.7661
20/12/2017,14.57,58.09,422.5,349.25,123.15,1266.1,954,24726.65,1.7353,,3.2899,32.7,64.05,93.441,0.7664
21/12/2017,14.77,58.36,424.25,351.25,122.25,1267.3,948.75,24782.29,1.7476,,3.2977,32.71,64.11,93.313,0.7666
22/12/2017,14.6,58.47,422.25,352,120.4,1275.4,949.5,24754.06,1.7623,,3.3083,32.71,64.01,93.278,0.77
26/12/2017,14.7,59.97,420,352.75,122.2,1284.1,959.25,24746.21,1.7866,,3.3369,32.74,64.01,93.347,0.7715
27/12/2017,14.93,59.64,425.5,353.75,124.5,1287,955.5,24774.3,1.7915,,3.3369,32.74,64.01,93.347,0.7715
28/12/2017,15,59.84,426.75,352,124.8,1294.1,945.75,24837.51,1.793,,3.311,32.75,64.04,93.257,0.7727
29/12/2017,15.16,60.42,427.25,350.75,126.2,1306.3,951.75,24719.22,1.7992,,3.3149,32.79,64.11,93.025,0.7767
2/1/2018,15.33,60.37,434.75,353.25,130.2,1313.7,955,24824.01,1.7631,,3.3121,32.69,64.07,92.602,0.7796
3/1/2018,15.31,61.63,441,353,128.6,1316.2,959.75,24922.68,1.7974,,3.3121,32.55,63.83,92.124,0.7801
4/1/2018,15.25,62.01,439.75,351,129.55,1319.4,959.25,25075.13,1.8067,,3.3121,32.55,63.68,,0.7803
5/1/2018,15.08,61.44,437.5,351.25,128.45,1320.3,961.5,25295.87,1.7858,,3.2588,32.42,63.45,91.872,0.7829
8/1/2018,14.78,61.73,433.25,347.25,125.15,1318.6,958.25,25283,1.7918,,3.2369,32.31,63.5,92.162,0.7835
9/1/2018,14.73,62.96,439,349,125.15,1311.7,955.75,25385.8,1.8362,,3.2344,32.25,63.4,91.853,0.7863
10/1/2018,14.65,63.57,440.5,349,123.95,1317.4,947,25369.13,1.8327,,3.2288,32.16,63.33,91.949,0.7862
11/1/2018,14.18,63.8,440.25,348.75,122.8,1320.6,940.5,25574.73,1.837,,3.2406,32.21,63.47,92.358,0.784
12/1/2018,14.18,64.3,426.25,346.25,122.25,1333.4,944,25803.19,1.8495,,3.2482,32.27,63.67,92.528,0.7823
15/1/2018,14.18,64.3,426.25,346.25,122.25,1333.4,944,25803.19,1.8495,,3.228,32.11,63.62,92.332,0.7842
16/1/2018,13.59,63.73,422,348.25,120.45,1335.4,968,25792.86,1.8384,,3.2154,32,63.68,91.852,0.789
17/1/2018,13.42,63.97,427,353,123.1,1338,968.75,26115.65,1.8584,,3.2063,31.93,63.6,90.974,0.7912
18/1/2018,13.08,63.95,429.5,351.5,121.1,1326,973,26017.81,1.8835,,3.2162,31.93,63.51,90.974,0.7963
19/1/2018,13.25,63.37,427.5,352.5,121.25,1331.9,977.25,26071.72,1.8636,,3.2242,31.93,64.01,90.393,0.796
22/1/2018,13.17,63.49,428.5,352,122.55,1330.9,984.25,26214.6,1.8801,,3.2237,31.94,63.88,90.541,0.7969
23/1/2018,13.19,64.47,423.25,351.25,120.95,1335.7,986.25,26210.81,1.9087,,3.2064,31.9,63.86,90.498,0.7998
24/1/2018,13.16,65.61,433,356.5,122.5,1355.9,992.25,26252.12,1.9164,,3.1961,31.85,63.82,90.572,0.799
25/1/2018,13.24,65.51,435,355.25,123.65,1362.4,992.25,26392.79,1.9154,,3.202,31.84,63.88,90.401,0.8017
26/1/2018,13.36,66.14,443,356.5,125.15,1351.6,985.5,26616.71,1.9377,,3.2369,31.81,63.75,90.124,0.7996
29/1/2018,13.67,65.56,453,358.75,124.95,1339.8,991.5,26439.48,1.9349,,3.1464,31.53,63.65,89.206,0.8061
30/1/2018,13.72,64.5,469.75,361.5,122.3,1335.4,1000.25,26076.89,1.8954,,3.147,31.45,63.51,89.391,0.8028
31/1/2018,13.23,64.73,467.25,361.5,121.85,1339,995.75,26149.39,1.9075,,3.1509,31.34,63.58,89.067,0.8109
1/2/2018,13.37,65.8,467,361.75,121.4,1344.3,985,26186.71,1.8958,,3.1549,31.43,63.59,89.308,0.8092
2/2/2018,13.63,65.45,463.25,361.5,120.4,1333.7,978.75,25520.96,1.872,,3.1811,31.41,63.68,89.16,0.8082
5/2/2018,13.9,64.15,461.75,358.75,119.8,1333,969.75,24345.75,1.8466,,3.1858,31.34,63.54,89.133,0.8054
6/2/2018,13.84,63.39,469,363.5,122.85,1326.1,986.25,24912.77,1.8052,,3.1668,31.29,63.97,88.671,0.8038
7/2/2018,14,61.79,481,365.25,123.3,1311.6,983,24893.35,1.766,,3.218,31.44,64.12,89.195,0.792
8/2/2018,13.58,61.15,474.5,365.75,122.85,1316.9,987.75,23860.46,1.765,,3.2624,31.62,64.13,89.554,0.7877
9/2/2018,13.67,59.2,465.5,362,121.85,1313.1,983,24190.9,1.7002,,3.2347,31.51,64.22,89.585,0.7905
12/2/2018,13.73,59.29,477.5,367,121.4,1324.2,1001.75,24601.27,1.6785,,3.2713,31.64,64.27,90.255,0.7821
13/2/2018,13.48,59.19,474.5,366.75,122.75,1328.1,1011.75,24640.45,1.6853,,3.2857,31.89,64.29,90.229,0.7779
14/2/2018,13.4,60.6,469.75,367.25,122.8,1355.5,1017.25,24893.49,1.713,,3.2939,31.71,64.37,90.442,0.7812
15/2/2018,13.62,61.34,478,367.75,121.75,1352.1,1024.25,25200.37,1.7358,,3.2949,31.63,64.27,90.208,0.7858
16/2/2018,13.38,61.68,478.5,367.5,117.95,1353.2,1021.5,25219.38,1.7509,,3.2947,31.47,64.26,89.703,0.7859
19/2/2018,13.38,61.68,478.5,367.5,117.95,1353.2,1021.5,25219.38,1.7509,,3.2172,31.33,64.1,89.121,0.7923
20/2/2018,13.36,61.9,471.75,365.5,118.2,1328.8,1026.5,24964.75,1.7503,,3.2274,31.26,63.89,88.593,0.7943
21/2/2018,13.38,61.68,465.75,365.75,116.95,1330,1034.25,24797.78,1.7573,,3.231,31.29,64.21,89.1,0.791
22/2/2018,13.71,62.77,470.75,366.75,119.6,1330.6,1032,24962.48,1.7657,,3.2339,31.39,64.24,89.1,0.7911
23/2/2018,13.68,63.55,469,366.25,119.45,1328.2,1036.25,25309.99,1.8085,,3.2554,31.49,64.85,89.716,0.7881
26/2/2018,13.66,63.91,477.75,368.5,120.5,1330.7,1034.25,25709.27,1.8267,,3.2682,31.54,64.8,90,0.7803
27/2/2018,13.01,63.01,489,370.5,119.95,1315.5,1038,25410.03,1.8034,,3.2497,31.46,64.97,89.736,0.7845
28/2/2018,13.48,61.64,508.25,374.5,121.05,1315.5,1045,25029.2,1.7577,,3.2374,31.39,64.7,89.883,0.7842
1/3/2018,13.71,60.99,531,378.75,122.45,1302.9,1057.5,24608.98,1.8964,,3.2253,31.27,64.76,89.853,0.7854
2/3/2018,13.42,61.25,522,377.25,120.35,1321.1,1060.75,24538.06,1.9014,,3.2512,31.47,64.91,90.355,0.7789
5/3/2018,13.56,62.57,533.5,378.25,119.2,1318.1,1066.75,24874.76,1.9349,,3.2458,31.48,65.2,90.613,0.7761
6/3/2018,13.45,62.6,529.25,379.75,119.95,1333.6,1064.5,24884.12,1.9331,,3.2511,31.49,65.22,90.324,0.7754
7/3/2018,12.79,61.15,521,379.25,119.3,1326,1055,24801.36,1.9103,,3.2523,31.43,65.21,89.935,0.7762
8/3/2018,12.89,60.12,519.75,385.75,119,1319.9,1053.75,24895.21,1.8677,,3.2425,31.4,65.02,90.08,0.7764
9/3/2018,12.84,62.04,508,383,118.85,1322.4,1029.25,25335.74,1.9043,,3.2112,31.29,64.9,89.618,0.7827
12/3/2018,12.93,61.36,509,384.25,118.15,1319.4,1033.25,25178.61,1.894,,3.2449,31.31,64.87,89.637,0.7823
13/3/2018,12.62,60.71,507,385.5,120.45,1325.9,1040.5,25007.03,1.8863,,3.2664,31.36,65.1,90.179,0.7789
14/3/2018,12.76,60.96,511.75,383.5,119.95,1324.4,1028.5,24758.12,1.9243,,3.2548,31.31,65.12,90.093,0.7849
15/3/2018,12.74,61.19,513.5,386.75,117.65,1316.8,1040.75,24873.66,1.9248,,3.261,31.28,64.98,89.895,0.7872
16/3/2018,12.65,62.34,499.5,382.75,116.95,1311.3,1049.5,24946.51,1.9459,,3.2602,31.22,64.85,89.664,0.7857
19/3/2018,12.89,62.06,470.25,375,118.35,1316.8,1022.5,24610.91,1.9249,,3.2598,31.15,64.83,89.704,0.7877
20/3/2018,12.56,63.4,470,374.5,118.95,1311.1,1028.25,24727.27,1.9659,,3.2849,31.2,64.98,90.139,0.7798
21/3/2018,12.67,65.17,465.5,375,118.85,1320.7,1029.75,24682.31,2.0122,,3.2807,31.23,64.98,90.233,0.7715
22/3/2018,12.77,64.3,471,376,119,1326.6,1029.75,23957.89,2.0096,,3.2853,31.18,65.21,89.765,0.7717
23/3/2018,12.57,65.88,479.25,377.25,117.2,1349.3,1028.25,23533.2,2.0336,,3.3114,31.18,65.2,90.371,0.7682
26/3/2018,12.42,65.55,468.25,374,118.15,1354.4,1025.5,24202.6,2.0104,,3.2717,31.15,65.17,89.783,0.7765
27/3/2018,12.54,65.25,464,374,118.95,1341.3,1019.5,23857.71,2.0135,,3.3152,31.3,65.1,89.857,0.7691
28/3/2018,12.21,64.38,461,373.5,117.75,1324.2,1018,23848.42,2.0116,,3.3119,31.18,64.98,89.484,0.7696
29/3/2018,12.35,64.94,467.25,387.75,118.15,1322.8,1044.75,24103.11,2.0179,,3.3113,31.12,64.82,89.027,0.7746
2/4/2018,12.52,63.01,467.5,387.25,116.4,1342.1,1035.5,23644.19,1.9661,,3.3278,31.21,64.94,89.329,0.7677
3/4/2018,12.47,63.51,484.75,388.5,116.6,1332.8,1038,24033.36,1.9741,,3.3195,31.27,65.15,90.058,0.7659
4/4/2018,12.27,63.37,486,381,116.9,1335.8,1015.25,24264.3,1.9768,,3.3054,31.24,65.11,90.151,0.7677
5/4/2018,12.35,63.54,498.5,389.5,117.55,1324.3,1031.25,24505.22,1.9816,,3.3046,31.17,65.11,89.974,0.7678
6/4/2018,12.34,62.06,506.75,388.5,117.45,1331.9,1033.75,23932.76,1.9547,,3.3099,31.22,65.12,90.052,0.7662
9/4/2018,12.36,63.42,522.75,390.75,118.65,1336.3,1047,23979.1,1.9842,,3.3412,31.17,64.99,90.2,0.7683
10/4/2018,12.13,65.51,521.75,389.25,117.6,1342,1050,24408,2.0409,,3.329,31.2,65.04,90.142,0.7716
11/4/2018,12.06,66.82,516.75,387,118.15,1356.5,1047.75,24189.45,2.0676,,3.3439,31.24,64.88,90.46,0.7684
12/4/2018,12.05,67.07,507.5,388.75,117.9,1338.4,1060.75,24483.05,2.0546,,3.3689,31.26,64.92,90.108,0.7675
13/4/2018,12.08,67.39,495.75,386.25,117.3,1344.8,1054.25,24360.14,2.0654,,3.4187,31.26,64.95,89.838,0.7697
16/4/2018,11.98,66.22,478,382.5,114.25,1347.5,1042,24573.04,2.0399,,3.4087,31.19,64.94,89.587,0.7759
17/4/2018,11.65,66.52,480.5,380.25,113.55,1347.2,1046,24786.63,2.0412,,3.3734,31.11,65.26,89.568,0.7754
18/4/2018,11.74,68.47,488.75,383,114.9,1351.2,1041.75,24748.07,2.0683,,3.4124,31.22,65.28,89.751,0.7754
19/4/2018,11.75,68.29,495.25,382,114.25,1346.8,1037.25,24664.89,2.0774,,3.422,31.16,65.25,89.8,0.7766
20/4/2018,11.64,68.38,482.75,376.5,115.75,1336.7,1028.75,24462.94,2.0959,,3.4191,31.2,65.46,89.425,0.7778
23/4/2018,11.21,68.64,483.25,378.5,117,1322.5,1020.75,24448.69,2.1237,,3.4071,31.2,65.67,89.516,0.7764
24/4/2018,11.14,67.7,492.5,381.25,118.5,1331.4,1022.25,24024.13,2.0949,,3.3802,31.19,65.71,89.623,0.7782
25/4/2018,10.86,68.05,507,386.5,116.85,1321.2,1027.5,24083.83,2.0897,,3.3875,31.22,65.86,89.94,0.7728
26/4/2018,10.97,68.19,501.75,386,117.6,1316.3,1028,24322.34,2.1123,,3.4124,31.33,66.2,90.316,0.7672
27/4/2018,11.22,68.1,512.25,389.5,120.35,1320.3,1045,24311.19,2.1269,,3.4521,31.52,66.52,90.946,0.7604
30/4/2018,11.52,68.57,518.5,392.5,120.65,1316.2,1037.75,24163.15,2.1292,,3.4709,31.44,66.4,90.766,0.7603
1/5/2018,11.69,67.25,532.25,396.75,122.6,1303.8,1042.5,24099.05,2.0876,,3.4843,31.52,66.91,91.172,0.7563
2/5/2018,11.75,67.93,535.75,396,121.6,1302.6,1032.75,23924.98,2.0798,,3.4745,31.6,66.8,91.561,0.7555
3/5/2018,11.69,68.43,547.5,399.5,122.2,1310.7,1043.25,23930.15,2.0875,,3.4559,31.51,66.61,91.542,0.7581
4/5/2018,11.51,69.72,535.75,398.75,120.45,1312.7,1027.25,24262.51,2.114,,3.5066,31.54,66.45,91.841,0.7531
7/5/2018,11.32,70.73,519.75,393.25,118.2,1312.2,1002.25,24357.32,2.134,,3.5071,31.68,66.79,92.449,0.7489
8/5/2018,11.56,69.06,518.5,395.5,116.55,1312,1011.25,24360.21,2.1114,,3.5513,31.76,66.68,92.512,0.7494
9/5/2018,11.29,71.14,512,394.75,115.5,1311.3,1007.25,24542.54,2.1673,,3.5276,31.61,66.66,92.414,0.7529
10/5/2018,11.27,71.36,507.5,394.75,116.3,1320.8,1013.25,24739.53,2.189,,3.5291,31.75,66.81,92.566,0.754
11/5/2018,11.22,70.7,501.75,389.75,115.25,1319,994.75,24831.17,2.1888,,3.5524,31.85,67.13,92.749,0.7516
14/5/2018,11.26,70.96,496.75,389,113.65,1316.5,1013,24899.41,2.2002,,3.5632,31.92,67.13,93.12,0.745
15/5/2018,11.52,71.31,509.75,402.25,112.9,1288.9,1018.75,24706.41,2.2048,,3.5918,32.13,67.35,93.04,0.7462
16/5/2018,11.61,71.49,514,399.25,113.25,1290.2,999.75,24768.93,2.2499,,3.5496,31.97,67.24,92.65,0.7532
17/5/2018,11.56,71.49,519,395.25,113.85,1288.2,995,24713.98,2.2431,,3.5991,31.91,67.36,92.537,0.7542
18/5/2018,11.66,71.28,538.75,402.5,113.95,1290.2,998.5,24715.09,2.2333,,3.6221,31.89,67.55,92.587,0.7525
21/5/2018,12.1,72.24,526.5,402.75,120.2,1290.2,1025.25,25013.29,2.2565,,3.653,32.12,68.07,93.219,0.7471
22/5/2018,12.15,72.13,540.5,404.75,120.85,1291.7,1030.5,24834.41,2.2702,,3.6754,32.03,67.77,93.392,0.7514
23/5/2018,12.35,71.84,551.75,408.5,119.35,1289.3,1039.25,24886.81,2.2601,,3.696,32.09,67.76,93.469,0.7509
24/5/2018,12.38,70.71,549,404.25,120.55,1303.7,1035.75,24811.76,2.2338,,3.736,32.19,67.99,93.637,0.7511
25/5/2018,12.46,67.88,564,406,120.4,1303.3,1041.5,24753.09,2.1814,,3.6769,32.14,68.11,93.677,0.7581
28/5/2018,12.46,67.88,564,406,120.4,1303.3,1041.5,24753.09,2.1814,,3.6441,31.98,68.01,93.609,0.7575
29/5/2018,12.46,66.73,556.5,400,120.25,1298.7,1030.5,24361.45,2.1441,,3.6279,32.09,68.36,94.003,0.7559
30/5/2018,12.6,68.21,540.75,393.5,120.3,1301.5,1023,24667.78,2.1842,,3.6491,31.98,68.33,93.758,0.7574
31/5/2018,12.79,67.04,542.5,394,123.7,1300.1,1018.5,24415.84,2.1603,,3.6514,31.92,67.72,94.188,0.7548
1/6/2018,12.52,65.81,540.75,391.5,122.75,1294.8,1021.25,24635.21,2.1434,,3.7341,31.99,67.4,94.188,0.7544
4/6/2018,11.9,64.75,521.5,380.75,121.5,1293.1,1001.75,24813.69,2.1224,,3.7252,32.08,67.83,94.833,0.7504
5/6/2018,12.02,65.52,529,383.75,119.45,1297.5,1001.25,24799.98,2.1062,,3.724,32.02,67.43,94.153,0.7575
6/6/2018,12.2,64.73,539.75,378.25,118.25,1297.1,994.25,25146.39,2.07,,3.7225,32.05,67.42,93.985,0.7567
7/6/2018,11.73,65.95,544.5,376.25,115.7,1298.7,974.25,25241.41,2.1148,,3.763,32.03,66.99,94.191,0.7566
8/6/2018,12.25,65.74,538.25,377.75,117.25,1298.1,969.25,25316.53,2.1153,,3.7462,31.99,67.06,94.02,0.7643
11/6/2018,12.35,66.1,534.75,367.25,117.1,1298.9,953.75,25322.31,2.1049,,3.806,31.92,67.09,93.898,0.7615
12/6/2018,12.35,66.36,553.5,377.5,117.35,1295.1,954,25320.73,2.0899,,3.8477,31.9,66.83,93.66,0.7666
13/6/2018,12.51,66.64,539,376,116.35,1296.9,936,25201.2,2.1252,,3.9065,32.02,67.41,93.397,0.7625
14/6/2018,12.23,66.89,522.25,363,115.7,1304,927.25,25175.31,2.091,,3.7091,32.03,67.52,93.551,0.7599
15/6/2018,12.02,65.06,519.75,361.25,115.2,1274.6,905.5,25090.48,2.0232,,3.7087,32.04,67.47,93.576,0.7609
18/6/2018,11.99,65.85,499.5,356,114.45,1276.2,908.5,24987.47,2.0546,,3.7174,32.08,67.47,93.802,0.7571
19/6/2018,11.84,65.07,483,353.75,114.1,1275.6,889,24700.21,2.0379,,3.7195,32.11,67.64,93.713,0.7576
20/6/2018,11.89,66.22,488.75,354.25,113.65,1271.2,889.5,24657.8,2.0235,,3.8052,32.2,67.68,94.772,0.7478
21/6/2018,11.87,65.54,493.25,357,112.6,1267.2,880.5,24461.7,2.0123,,3.7294,32.65,68.06,94.789,0.744
22/6/2018,12.05,68.58,488.75,357.25,113.85,1267.4,894.5,24580.89,2.0705,,3.746,32.65,68.03,94.801,0.7421
25/6/2018,12,68.08,469.75,350.5,114.15,1265.6,874.5,24252.8,2.0515,,3.7461,32.73,68.31,95.085,0.7381
26/6/2018,12.12,70.53,458,352.5,114.8,1256.6,867.25,24283.11,2.0746,,3.7712,32.81,68.05,95.055,0.7367
27/6/2018,11.72,72.76,460.25,352.5,114.3,1252.8,867.5,24117.59,2.1336,,3.7676,32.89,67.94,94.743,0.7379
